@id,qudt:abbreviation,qudt:code,qudt:conversionMultiplier,qudt:conversionOffset,qudt:currencyExponent,qudt:description,qudt:exactMatch,qudt:literal,qudt:quantityKind,qudt:symbol,qudt:uneceCommonCode,rdf:type,rdfs:label,skos:closeMatch,skos:exactMatch
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abampere>,'abA'^^xsd:string,'0005'^^xsd:string,10,0.0,"","'The abampere (aA), also called the biot after Jean-Baptiste Biot, is the basic electromagnetic unit of electric current in the emu-cgs system of units (electromagnetic cgs). One abampere is equal to ten amperes in the SI system of units. [Wikipedia]'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrent>,'abA'^^xsd:string,"",qudt:ElectricCurrentUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Abampere'^^xsd:string,"",<http://dbpedia.org/resource/Abampere>|<http://qudt.org/vocab/unit#Abampere>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AbamperePerSquareCentimeter>,'abA / cm^2'^^xsd:string,"",100000,0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrentDensity>,"","",qudt:Unit|qudt:ElectricCurrentDensityUnit,'Abampere per Square Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#AbamperePerSquareCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abcoulomb>,'abC'^^xsd:string,'0010'^^xsd:string,10.0e0,0.0,"",'The abcoulomb (abC or aC) or electromagnetic unit of charge (emu of charge) is the basic physical unit of electric charge in the cgs-emu system of units. One abcoulomb is equal to ten coulombs. [Wikipedia]'^^xsd:string,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCharge>,'abC'^^xsd:string,"",qudt:ElectricChargeUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Abcoulomb'^^xsd:string,"",<http://qudt.org/vocab/unit#Abcoulomb>|<http://dbpedia.org/resource/Abcoulomb>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AbcoulombPerSquareCentimeter>,"","",1.0E-3,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricChargePerArea>,'abC/cm^2'^^xsd:string,"",qudt:Unit|qudt:ElectricChargeAreaDensityUnit,'Abcoulomb per Square Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#AbcoulombPerSquareCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abfarad>,'abF'^^xsd:string,'0015'^^xsd:string,1.0E9,0.0,"","'An abfarad is an obsolete electromagnetic (CGS) unit of capacitance equal to 10^9 farads (1,000,000,000 F or 1 GF). This very large unit is used in medical terminology only. [Wikipedia]'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Capacitance>,'abF'^^xsd:string,"",qudt:Unit|qudt:CapacitanceUnit|qudt:NotUsedWithSIUnit,'Abfarad'^^xsd:string,"",<http://qudt.org/vocab/unit#Abfarad>|<http://dbpedia.org/resource/Abfarad>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AbfaradPerCentimeter>,"","",1.0E11,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Permittivity>,'abF/cm'^^xsd:string,"",qudt:Unit|qudt:PermittivityUnit,'Abfarad per Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#AbfaradPerCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abhenry>,'abH'^^xsd:string,'0020'^^xsd:string,1.0E-9,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Inductance>,'abH'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:InductanceUnit,'Abhenry'^^xsd:string,"",<http://qudt.org/vocab/unit#Abhenry>|<http://dbpedia.org/resource/Abhenry>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abohm>,'abOhm'^^xsd:string,'0030'^^xsd:string,1.0E-9,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Resistance>,'abOhm'^^xsd:string,"",qudt:Unit|qudt:ResistanceUnit|qudt:NotUsedWithSIUnit,'Abohm'^^xsd:string,"",<http://qudt.org/vocab/unit#Abohm>|<http://dbpedia.org/resource/Abohm>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Absiemen>,'aS'^^xsd:string,'0025'^^xsd:string,1.0E9,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricConductivity>,'aS'^^xsd:string,"",qudt:Unit|qudt:ConductanceUnit|qudt:NotUsedWithSIUnit,'Absiemen'^^xsd:string,"",<http://qudt.org/vocab/unit#Absiemen>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abtesla>,"","",1.0E-4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagneticField>|<http://qudt.org/vocab/quantity#AuxillaryMagneticField>,'abT'^^xsd:string,"",qudt:MagneticFluxDensityUnit|qudt:Unit|qudt:MagneticFieldStrengthUnit,'Abtesla'^^xsd:string,"",<http://qudt.org/vocab/unit#Abtesla>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Abvolt>,'abV'^^xsd:string,'0035'^^xsd:string,1.0E-8,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyPerElectricCharge>,'abV'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:EnergyPerElectricChargeUnit|qudt:Unit,'Abvolt'^^xsd:string,"",<http://qudt.org/vocab/unit#Abvolt>|<http://dbpedia.org/resource/Abvolt>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AbvoltCentimeter>,'abV cm'^^xsd:string,"",1.0E-10,0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricFlux>,'abV cm'^^xsd:string,"",qudt:ElectricFluxUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Abvolt Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#AbvoltCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AbvoltPerCentimeter>,"","",1.0E-6,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricField>,'abV/cm'^^xsd:string,"",qudt:Unit|qudt:ElectricFieldStrengthUnit,'Abvolt per centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#AbvoltPerCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AbvoltSecond>,"","",1.0E-8,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagneticFlux>,'abV-s'^^xsd:string,"",qudt:Unit|qudt:MagneticFluxUnit,'Abvolt Second'^^xsd:string,"",<http://qudt.org/vocab/unit#AbvoltSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Acre>,'ac'^^xsd:string,'0040'^^xsd:string,4046.8564224,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'ac'^^xsd:string,'ACR'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:AreaUnit|qudt:DerivedUnit|qudt:Unit,'Acre'^^xsd:string,"",<http://qudt.org/vocab/unit#Acre>|<http://dbpedia.org/resource/Acre>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AcreFoot>,'ac-ft'^^xsd:string,'0045'^^xsd:string,1233.4818375475202e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Volume>,'ac-ft'^^xsd:string,"",qudt:Unit|qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:VolumeUnit,'Acre Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#AcreFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Afghani>,'AFN'^^xsd:string,'971'^^xsd:string,"","",2,Afghanistan,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Afghani'^^xsd:string,"",<http://qudt.org/vocab/unit#Afghani>|<http://dbpedia.org/resource/Afghani>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AlgerianDinar>,'DZD'^^xsd:string,'012'^^xsd:string,"","",2,Algeria,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Algerian Dinar'^^xsd:string,"",<http://qudt.org/vocab/unit#AlgerianDinar>|<http://dbpedia.org/resource/Algerian_dinar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Ampere>,'A'^^xsd:string,'0050'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrent>,'A'^^xsd:string,'AMP'^^xsd:string,qudt:ElectricCurrentUnit|qudt:SIBaseUnit|qudt:Unit,'Ampere'^^xsd:string,"",<http://qudt.org/vocab/unit#Ampere>|<http://dbpedia.org/resource/Ampere>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmpereHour>,'A-hr'^^xsd:string,'0055'^^xsd:string,3600.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCharge>,'A-hr'^^xsd:string,'AMH'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:ElectricChargeUnit|qudt:Unit|qudt:DerivedUnit,'Ampere Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#AmpereHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmperePerDegree>,'A/deg'^^xsd:string,'2280'^^xsd:string,57.2957795,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrentPerAngle>,'A/deg'^^xsd:string,"",qudt:NonSIUnit|qudt:CurrentPerAngleUnit|qudt:Unit,'Ampere per Degree'^^xsd:string,"",<http://qudt.org/vocab/unit#AmperePerDegree>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmperePerJoule>,'A/J'^^xsd:string,"",1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrentPerUnitEnergy>,'A J^-1'^^xsd:string,"",qudt:Unit|qudt:ElectricityAndMagnetismUnit,'Ampere per Joule'^^xsd:string,"",<http://qudt.org/vocab/unit#AmperePerJoule>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmperePerMeter>,'A/m'^^xsd:string,'0060'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AuxillaryMagneticField>,'A/m'^^xsd:string,"",qudt:SIDerivedUnit|qudt:DerivedUnit|qudt:MagneticFieldStrengthUnit|qudt:Unit,'Ampere per Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#AmperePerMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmperePerRadian>,"","",1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrentPerAngle>,'A/rad'^^xsd:string,"",qudt:SIDerivedUnit|qudt:Unit|qudt:CurrentPerAngleUnit,'Ampere per Radian'^^xsd:string,"",<http://qudt.org/vocab/unit#AmperePerRadian>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmperePerSquareMeter>,'A/m^2'^^xsd:string,'0065'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrentDensity>,'A/m^2'^^xsd:string,"",qudt:SIDerivedUnit|qudt:DerivedUnit|qudt:Unit|qudt:ElectricCurrentDensityUnit,'Ampere per Square Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#AmperePerSquareMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmpereTurn>,'At'^^xsd:string,'0070'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MagnetomotiveForce>,'At'^^xsd:string,"",qudt:Unit|qudt:SIDerivedUnit|qudt:MagnetomotiveForceUnit,'Ampere Turn'^^xsd:string,"",<http://qudt.org/vocab/unit#AmpereTurn>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmpereTurnPerInch>,'At/in'^^xsd:string,'0075'^^xsd:string,39.3700787,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AuxillaryMagneticField>,'At/in'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:MagneticFieldStrengthUnit|qudt:NotUsedWithSIUnit,'Ampere Turn per Inch'^^xsd:string,"",<http://qudt.org/vocab/unit#AmpereTurnPerInch>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AmpereTurnPerMeter>,'At/m'^^xsd:string,'0080'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AuxillaryMagneticField>,'At/m'^^xsd:string,"",qudt:SIDerivedUnit|qudt:MagneticFieldStrengthUnit|qudt:Unit,'Ampere Turn per Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#AmpereTurnPerMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Angstrom>,'Å'^^xsd:string,'0085'^^xsd:string,1.0E-10,0.0,"","'The ångström or angstrom (symbol Å) (the latter spelling, without diacritics, is now usually used in English) (pronounced /ˈæŋstrəm/; Swedish: [ˈɔŋstrøm]) is an internationally recognized unit of length equal to 0.1 nanometre or 1×10−10 metres. It is named after Anders Jonas Ångström. Although accepted for use, it is not formally defined within the International System of Units(SI). (That article lists the units that are so defined.) The ångström is often used in the natural sciences to express the sizes of atoms, lengths of chemical bonds and the wavelengths of electromagnetic radiation, and in technology for the dimensions of parts of integrated circuits. It is also commonly used in structural biology. [Wikipedia]'^^xsd:string","",'angstrom'^^xsd:string,<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'Å'^^xsd:string,'A11'^^xsd:string,qudt:LengthUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Angstrom'^^xsd:string,"",<http://dbpedia.org/resource/%C3%85ngstr%C3%B6m>|<http://qudt.org/vocab/unit#Angstrom>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ArcMinute>,'arcMin'^^xsd:string,'1195'^^xsd:string,0.000290888209,0.0,"","",<http://qudt.org/vocab/unit#MinuteAngle>,"",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PlaneAngle>,'arcMin'^^xsd:string,"",qudt:UsedWithSIUnit|qudt:DerivedUnit|qudt:AngleUnit|qudt:Unit,'Arc Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#ArcMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ArcSecond>,'arcSec'^^xsd:string,'1600'^^xsd:string,4.84813681E-6,0.0,"","",<http://qudt.org/vocab/unit#SecondAngle>,"",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PlaneAngle>,'arcSec'^^xsd:string,"",qudt:DerivedUnit|qudt:NonSIUnit|qudt:Unit|qudt:AngleUnit,'Arc Second'^^xsd:string,"",<http://qudt.org/vocab/unit#ArcSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Are>,'a'^^xsd:string,'0090'^^xsd:string,100,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'a'^^xsd:string,'ARE'^^xsd:string,qudt:AreaUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Are'^^xsd:string,"",<http://qudt.org/vocab/unit#Are>|<http://dbpedia.org/resource/Are>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ArgentinePeso>,'ARS'^^xsd:string,'032'^^xsd:string,"","",2,Argentina,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Argentine Peso'^^xsd:string,"",<http://qudt.org/vocab/unit#ArgentinePeso>|<http://dbpedia.org/resource/Argentine_peso>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ArmenianDram>,'AMD'^^xsd:string,'051'^^xsd:string,"","",0,Armenia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Armenian Dram'^^xsd:string,"",<http://qudt.org/vocab/unit#ArmenianDram>|<http://dbpedia.org/resource/Armenian_dram>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/ArubanGuilder>,'AWG'^^xsd:string,'533'^^xsd:string,"","",2,Aruba,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Aruban Guilder'^^xsd:string,"",<http://qudt.org/vocab/unit#ArubanGuilder>|<http://dbpedia.org/resource/Aruban_florin>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AstronomicalUnit>,'au'^^xsd:string,'0095'^^xsd:string,1.4959787E11,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'au'^^xsd:string,'A12'^^xsd:string,qudt:LengthUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Astronomical Unit'^^xsd:string,"",<http://dbpedia.org/resource/Astronomical_unit>|<http://qudt.org/vocab/unit#AstronomicalUnit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AtmosphereStandard>,'atm'^^xsd:string,'0100'^^xsd:string,101325,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ForcePerArea>,'atm'^^xsd:string,'ATM'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:Unit|qudt:PressureOrStressUnit,'Standard Atmosphere'^^xsd:string,"",<http://qudt.org/vocab/unit#AtmosphereStandard>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AtmosphereTechnical>,'at'^^xsd:string,'0105'^^xsd:string,98066.5,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ForcePerArea>,'at'^^xsd:string,'ATT'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:Unit|qudt:PressureOrStressUnit,'Technical Atmosphere'^^xsd:string,"",<http://qudt.org/vocab/unit#AtmosphereTechnical>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AtomicMassUnit>,'u'^^xsd:string,'0486'^^xsd:string,1.66053878283e-27,0.0,"","'The unified atomic mass unit (symbol: u) or dalton (symbol: Da) is a unit that is used for indicating mass on an atomic or molecular scale. It is defined as one twelfth of the rest mass of an unbound atom of carbon-12 in its nuclear and electronic ground state,[1] and has a value of 1.660538782(83)×10−27 kg.[2] One Da is approximately equal to the mass of one proton or one neutron. The CIPM have categorised it as a ""non-SI unit whose values in SI units must be obtained experimentally"".[1] [Wikipedia]'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MolecularMass>,'u'^^xsd:string,"",qudt:AtomicMassUnit|qudt:Unit,'Atomic mass unit'^^xsd:string,"",<http://qudt.org/vocab/unit#AtomicMassUnit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AtomicNumber>,'Z'^^xsd:string,'2220'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AtomicCharge>,'Z'^^xsd:string,"",qudt:AtomicChargeUnit|qudt:NonSIUnit|qudt:CountingUnit|qudt:Unit,'Atomic Number'^^xsd:string,"",<http://qudt.org/vocab/unit#AtomicNumber>|<http://dbpedia.org/resource/Atomic_number>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Atto>,"","",1.0E-18,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'a'^^xsd:string,"",qudt:Unit|qudt:DecimalPrefixUnit,'Atto'^^xsd:string,"",<http://dbpedia.org/resource/Atto>|<http://qudt.org/vocab/unit#Atto>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AustralianDollar>,'AUD'^^xsd:string,'036'^^xsd:string,"","",2,"Australia, Australian Antarctic Territory, Christmas Island, Cocos (Keeling) Islands, Heard and McDonald Islands, Kiribati, Nauru, Norfolk Island, Tuvalu","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Australian Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#AustralianDollar>|<http://dbpedia.org/resource/Australian_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/AzerbaijanianManat>,'AZN'^^xsd:string,'944'^^xsd:string,"","",2,Azerbaijan,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Azerbaijanian Manat'^^xsd:string,"",<http://dbpedia.org/resource/Azerbaijani_manat>|<http://qudt.org/vocab/unit#AzerbaijanianManat>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BahamianDollar>,'BSD'^^xsd:string,'044'^^xsd:string,"","",2,Bahamas,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Bahamian Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#BahamianDollar>|<http://dbpedia.org/resource/Bahamian_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BahrainiDinar>,'BHD'^^xsd:string,'048'^^xsd:string,"","",3,Bahrain,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Bahraini Dinar'^^xsd:string,"",<http://dbpedia.org/resource/Bahraini_dinar>|<http://qudt.org/vocab/unit#BahrainiDinar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Baht>,'THB'^^xsd:string,'764'^^xsd:string,"","",2,Thailand,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Baht'^^xsd:string,"",<http://dbpedia.org/resource/Thai_baht>|<http://qudt.org/vocab/unit#Baht>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Balboa>,'PAB'^^xsd:string,'590'^^xsd:string,"","",2,Panama,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Balboa'^^xsd:string,"",<http://qudt.org/vocab/unit#Balboa>|<http://dbpedia.org/resource/Balboa>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Ban>,"","",2.30258509,0.0,"","'A ban is a logarithmic unit which measures information or entropy, based on base 10 logarithms and powers of 10, rather than the powers of 2 and base 2 logarithms which define the bit. One ban is approximately 3.32 (log_2 10) bits.'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/InformationEntropy>,'ban'^^xsd:string,"",qudt:InformationEntropyUnit|qudt:Unit,'Ban'^^xsd:string,"",<http://dbpedia.org/resource/Ban>|<http://qudt.org/vocab/unit#Ban>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BangladeshiTaka>,'BDT'^^xsd:string,'050'^^xsd:string,"","",2,Bangladesh,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Bangladeshi Taka'^^xsd:string,"",<http://dbpedia.org/resource/Bangladeshi_taka>|<http://qudt.org/vocab/unit#BangladeshiTaka>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Bar>,'bar'^^xsd:string,'0110'^^xsd:string,1.0E5,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ForcePerArea>,'bar'^^xsd:string,"",qudt:Unit|qudt:PressureOrStressUnit|qudt:NotUsedWithSIUnit,'Bar'^^xsd:string,"",<http://dbpedia.org/resource/Bar>|<http://qudt.org/vocab/unit#Bar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BarbadosDollar>,'BBD'^^xsd:string,'052'^^xsd:string,"","",2,Barbados,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Barbados Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#BarbadosDollar>|<http://dbpedia.org/resource/Barbadian_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Barn>,'b'^^xsd:string,'0115'^^xsd:string,1.0E-28,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'b'^^xsd:string,'A14'^^xsd:string,qudt:Unit|qudt:AreaUnit|qudt:NotUsedWithSIUnit,'Barn'^^xsd:string,"",<http://qudt.org/vocab/unit#Barn>|<http://dbpedia.org/resource/Barn>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Barrel>,'bbl'^^xsd:string,'0120'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Volume>,'bbl'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:VolumeUnit|qudt:Unit,'Barrel'^^xsd:string,"",<http://qudt.org/vocab/unit#Barrel>|<http://dbpedia.org/resource/Barrel>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Becquerel>,'Bq'^^xsd:string,'0125'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Activity>,'Bq'^^xsd:string,'BQL'^^xsd:string,qudt:Unit|qudt:DerivedUnit|qudt:SIDerivedUnit|qudt:ActivityUnit,'Becquerel'^^xsd:string,"",<http://dbpedia.org/resource/Becquerel>|<http://qudt.org/vocab/unit#Becquerel>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BelarussianRuble>,'BYR'^^xsd:string,'974'^^xsd:string,"","",0,Belarus,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Belarussian Ruble'^^xsd:string,"",<http://qudt.org/vocab/unit#BelarussianRuble>|<http://dbpedia.org/resource/Belarusian_ruble>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BelizeDollar>,'BZD'^^xsd:string,'084'^^xsd:string,"","",2,Belize,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Belize Dollar'^^xsd:string,"",<http://dbpedia.org/resource/Belize_dollar>|<http://qudt.org/vocab/unit#BelizeDollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BermudaDollar>,'BMD'^^xsd:string,'060'^^xsd:string,"","",2,Bermuda,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Bermuda Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#BermudaDollar>|<http://dbpedia.org/resource/Bermudian_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Biot>,'Bi'^^xsd:string,'0130'^^xsd:string,3.335641E-10,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricCurrent>,'Bi'^^xsd:string,"",qudt:ElectricCurrentUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Biot'^^xsd:string,"",<http://dbpedia.org/resource/Biot>|<http://qudt.org/vocab/unit#Biot>
