@id,qudt:abbreviation,qudt:code,qudt:conversionMultiplier,qudt:conversionOffset,qudt:currencyExponent,qudt:description,qudt:exactMatch,qudt:literal,qudt:quantityKind,qudt:symbol,qudt:uneceCommonCode,rdf:type,rdfs:label,skos:closeMatch,skos:exactMatch
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Rem>,'rem'^^xsd:string,'1570'^^xsd:string,1.0E-2,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DoseEquivalent>,'rem'^^xsd:string,'D91'^^xsd:string,qudt:Unit|qudt:NotUsedWithSIUnit|qudt:DoseEquivalentUnit,'Rem'^^xsd:string,<http://dbpedia.org/resource/REM>,<http://qudt.org/vocab/unit#Rem>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Revolution>,'rev'^^xsd:string,'1575'^^xsd:string,6.28318531,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PlaneAngle>,'rev'^^xsd:string,"",qudt:PlaneAngleUnit|qudt:Unit|qudt:UsedWithSIUnit,'Revolution'^^xsd:string,"",<http://dbpedia.org/resource/Revolution>|<http://qudt.org/vocab/unit#Revolution>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RevolutionPerHour>,'rev/h'^^xsd:string,"",0.00174532925,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularVelocity>,'rev/h'^^xsd:string,"",qudt:NonSIUnit|qudt:AngularVelocityUnit|qudt:Unit,'Revolution per Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#RevolutionPerHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RevolutionPerMinute>,'rev/min'^^xsd:string,'1580'^^xsd:string,0.104719755,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularVelocity>,'rev/min'^^xsd:string,"",qudt:AngularVelocityUnit|qudt:DerivedUnit|qudt:UsedWithSIUnit|qudt:Unit,'Revolution per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#RevolutionPerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RevolutionPerSecond>,'rev/s'^^xsd:string,'1585'^^xsd:string,6.28318531,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularVelocity>,'rev/s'^^xsd:string,"",qudt:UsedWithSIUnit|qudt:AngularVelocityUnit|qudt:Unit|qudt:DerivedUnit,'Revolution per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#RevolutionPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RevolutionPerSecondSquared>,"","",6.28318531,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AngularAcceleration>,"","",qudt:Unit|qudt:AngularAccelerationUnit,'Revolution per Second Squared'^^xsd:string,"",<http://qudt.org/vocab/unit#RevolutionPerSecondSquared>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Riel>,'KHR'^^xsd:string,'116'^^xsd:string,"","",0,Cambodia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Riel'^^xsd:string,"",<http://dbpedia.org/resource/Riel>|<http://qudt.org/vocab/unit#Riel>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Rod>,'rd'^^xsd:string,'1590'^^xsd:string,5.029210,0.0,"",'A unit of distance equal to 5.5 yards (16 feet 6 inches).'^^xsd:string,"",'rod'^^xsd:string,<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'rd'^^xsd:string,'F49'^^xsd:string,qudt:LengthUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Rod'^^xsd:string,"",<http://dbpedia.org/resource/Rod>|<http://qudt.org/vocab/unit#Rod>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Roentgen>,'R'^^xsd:string,'1595'^^xsd:string,2.58E-4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Exposure>,'R'^^xsd:string,'2C'^^xsd:string,qudt:ExposureUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Roentgen'^^xsd:string,"",<http://qudt.org/vocab/unit#Roentgen>|<http://dbpedia.org/resource/Roentgen>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RomanianNeLeu>,'RON'^^xsd:string,'946'^^xsd:string,"","",2,Romania,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Romanian New Leu'^^xsd:string,"",<http://qudt.org/vocab/unit#RomanianNeLeu>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Rufiyaa>,'MVR'^^xsd:string,'462'^^xsd:string,"","",2,Maldives,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Rufiyaa'^^xsd:string,"",<http://dbpedia.org/resource/Maldivian_rufiyaa>|<http://qudt.org/vocab/unit#Rufiyaa>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Rupiah>,'IDR'^^xsd:string,'360'^^xsd:string,"","",0,Indonesia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Rupiah'^^xsd:string,"",<http://dbpedia.org/resource/Indonesian_rupiah>|<http://qudt.org/vocab/unit#Rupiah>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RussianRuble>,'RUB'^^xsd:string,'643'^^xsd:string,"","",2,"Russia, Abkhazia, South Ossetia","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Russian Ruble'^^xsd:string,"",<http://dbpedia.org/resource/Russian_ruble>|<http://qudt.org/vocab/unit#RussianRuble>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/RwandaFranc>,'RWF'^^xsd:string,'646'^^xsd:string,"","",0,Rwanda,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Rwanda Franc'^^xsd:string,"",<http://dbpedia.org/resource/Rwandan_franc>|<http://qudt.org/vocab/unit#RwandaFranc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SaintHelenaPound>,'SHP'^^xsd:string,'654'^^xsd:string,"","",2,Saint Helena,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Saint Helena Pound'^^xsd:string,"",<http://dbpedia.org/resource/Saint_Helena_pound>|<http://qudt.org/vocab/unit#SaintHelenaPound>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SamoanTala>,'WST'^^xsd:string,'882'^^xsd:string,"","",2,Samoa,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Samoan Tala'^^xsd:string,"",<http://dbpedia.org/resource/Samoan_tala>|<http://qudt.org/vocab/unit#SamoanTala>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SamplePerSecond>,"","","","","",'The number of discrete samples of some thing per second.'^^xsd:string,"",'sps'^^xsd:string,<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Frequency>,"","",qudt:Unit|qudt:CountingUnit,'Sample per second'^^xsd:string,"",<http://qudt.org/vocab/unit#SamplePerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SaudiRiyal>,'SAR'^^xsd:string,'682'^^xsd:string,"","",2,Saudi Arabia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Saudi Riyal'^^xsd:string,"",<http://dbpedia.org/resource/Saudi_riyal>|<http://qudt.org/vocab/unit#SaudiRiyal>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SecondAngle>,"","",4.848137E-6,0.0,"","","",'second [unit of angle]'^^xsd:string,"","'""'^^xsd:string",'D62'^^xsd:string,qudt:AngleUnit|qudt:UsedWithSIUnit|qudt:Unit,'Second Angle'^^xsd:string,"",<http://qudt.org/vocab/unit#SecondAngle>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SecondSquareFoot>,'s-ft^2'^^xsd:string,'1605'^^xsd:string,0.09290304,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTime>,'s-ft^2'^^xsd:string,"",qudt:Unit|qudt:TimeAreaUnit|qudt:DerivedUnit,'Second Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#SecondSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SecondTime>,'s'^^xsd:string,'1615'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Time>,'s'^^xsd:string,"",qudt:SIBaseUnit|qudt:TimeUnit|qudt:Unit,'Second'^^xsd:string,"",<http://qudt.org/vocab/unit#SecondTime>|<http://dbpedia.org/resource/Second>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SecondTimeSquared>,'s^2'^^xsd:string,'1620'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/TimeSquared>,'s^2'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:SIDerivedUnit|qudt:TimeSquaredUnit,'Second Time Squared'^^xsd:string,"",<http://qudt.org/vocab/unit#SecondTimeSquared>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SerbianDinar>,'RSD'^^xsd:string,'941'^^xsd:string,"","",2,Serbia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Serbian Dinar'^^xsd:string,"",<http://qudt.org/vocab/unit#SerbianDinar>|<http://dbpedia.org/resource/Serbian_dinar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SeychellesRupee>,'SCR'^^xsd:string,'690'^^xsd:string,"","",2,Seychelles,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Seychelles Rupee'^^xsd:string,"",<http://dbpedia.org/resource/Seychellois_rupee>|<http://qudt.org/vocab/unit#SeychellesRupee>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Shake>,'Sh'^^xsd:string,'1625'^^xsd:string,1.0E-8,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Time>,'Sh'^^xsd:string,"",qudt:Unit|qudt:TimeUnit|qudt:NotUsedWithSIUnit,'Shake'^^xsd:string,"",<http://qudt.org/vocab/unit#Shake>|<http://dbpedia.org/resource/Shake>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Siemens>,'S'^^xsd:string,'1630'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ElectricConductivity>,'S'^^xsd:string,'SIE'^^xsd:string,qudt:SIDerivedUnit|qudt:DerivedUnit|qudt:ConductanceUnit|qudt:Unit,'Siemens'^^xsd:string,"",<http://qudt.org/vocab/unit#Siemens>|<http://dbpedia.org/resource/Siemens>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Sievert>,'Sv'^^xsd:string,'1635'^^xsd:string,1.0e0,0.0,"","'Although the sievert has the same dimensions as the gray (i.e. joules per kilogram), it measures a different quantity. To avoid any risk of confusion between the absorbed dose and the equivalent dose, the corresponding special units, namely the gray instead of the joule per kilogram for absorbed dose and the sievert instead of the joule per kilogram for the dose equivalent, should be used.'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DoseEquivalent>,'Sv'^^xsd:string,'D13'^^xsd:string,qudt:DerivedUnit|qudt:Unit|qudt:SIDerivedUnit|qudt:DoseEquivalentUnit,'Sievert'^^xsd:string,"",<http://dbpedia.org/resource/Sievert>|<http://qudt.org/vocab/unit#Sievert>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Silver-OunceTroy>,'XAG'^^xsd:string,'961'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Silver (one Troy ounce)'^^xsd:string,"",<http://qudt.org/vocab/unit#Silver-OunceTroy>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SingaporeDollar>,'SGD'^^xsd:string,'702'^^xsd:string,"","",2,Singapore,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Singapore Dollar'^^xsd:string,"",<http://dbpedia.org/resource/Singapore_dollar>|<http://qudt.org/vocab/unit#SingaporeDollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SlovakKoruna>,'SKK'^^xsd:string,"","","","",Slovakia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Slovak Koruna'^^xsd:string,"",<http://dbpedia.org/resource/Slovak_koruna>|<http://qudt.org/vocab/unit#SlovakKoruna>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Slug>,'slug'^^xsd:string,'1640'^^xsd:string,14.593903,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Mass>,'slug'^^xsd:string,'F13'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:MassUnit|qudt:Unit,'Slug'^^xsd:string,"",<http://qudt.org/vocab/unit#Slug>|<http://dbpedia.org/resource/Slug>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SlugPerCubicFoot>,'slug/ft^3'^^xsd:string,'1645'^^xsd:string,515.3788206107324e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Density>,'slug/ft^3'^^xsd:string,'L65'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:Unit|qudt:MassPerVolumeUnit,'Slug per Cubic Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#SlugPerCubicFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SlugPerFoot>,'slug/ft'^^xsd:string,'1650'^^xsd:string,47.8802591863517e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MassPerLength>,'slug/ft'^^xsd:string,"",qudt:MassPerLengthUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Slug per Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#SlugPerFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SlugPerFootSecond>,'slug/(ft-s)'^^xsd:string,'1655'^^xsd:string,47.8802591863517e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DynamicViscosity>,'slug/(ft-s)'^^xsd:string,'L64'^^xsd:string,qudt:DynamicViscosityUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Slug per Foot Second'^^xsd:string,"",<http://qudt.org/vocab/unit#SlugPerFootSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SlugPerSecond>,'slug/s'^^xsd:string,'1660'^^xsd:string,14.593903e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MassPerTime>,'slug/s'^^xsd:string,'L68'^^xsd:string,qudt:Unit|qudt:MassPerTimeUnit|qudt:NotUsedWithSIUnit,'Slug per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#SlugPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SlugPerSquareFoot>,'slug/ft^2'^^xsd:string,'1665'^^xsd:string,157.08746452215124e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MassPerArea>,'slug/ft^2'^^xsd:string,"",qudt:Unit|qudt:MassPerAreaUnit|qudt:NotUsedWithSIUnit,'Slug per Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#SlugPerSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SolomonIslandsDollar>,'SBD'^^xsd:string,'090'^^xsd:string,"","",2,Solomon Islands,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Solomon Islands Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#SolomonIslandsDollar>|<http://dbpedia.org/resource/Solomon_Islands_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Som>,'KGS'^^xsd:string,'417'^^xsd:string,"","",2,Kyrgyzstan,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Som'^^xsd:string,"",<http://qudt.org/vocab/unit#Som>|<http://dbpedia.org/resource/Som>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SomaliShilling>,'SOS'^^xsd:string,'706'^^xsd:string,"","",2,Somalia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Somali Shilling'^^xsd:string,"",<http://dbpedia.org/resource/Somali_shilling>|<http://qudt.org/vocab/unit#SomaliShilling>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Somoni>,'TJS'^^xsd:string,'972'^^xsd:string,"","",2,Tajikistan,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Somoni'^^xsd:string,"",<http://qudt.org/vocab/unit#Somoni>|<http://dbpedia.org/resource/Tajikistani_somoni>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SouthAfricanRand>,'ZAR'^^xsd:string,'710'^^xsd:string,"","",2,South Africa,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'South African Rand'^^xsd:string,"",<http://qudt.org/vocab/unit#SouthAfricanRand>|<http://dbpedia.org/resource/South_African_rand>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SouthKoreanWon>,'KRW'^^xsd:string,'410'^^xsd:string,"","",0,South Korea,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'South Korean Won'^^xsd:string,"",<http://dbpedia.org/resource/South_Korean_won>|<http://qudt.org/vocab/unit#SouthKoreanWon>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SpecialDrawingRights>,'XDR'^^xsd:string,'960'^^xsd:string,"","","",International Monetary Fund,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Special Drawing Rights'^^xsd:string,"",<http://dbpedia.org/resource/Special_Drawing_Rights>|<http://qudt.org/vocab/unit#SpecialDrawingRights>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareCentimeter>,'cm^2'^^xsd:string,'2038'^^xsd:string,1.0E-4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'cm^2'^^xsd:string,"",qudt:DerivedUnit|qudt:SIUnit|qudt:Unit|qudt:AreaUnit,'Square Centimeter'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareCentimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareCentimeterMinute>,'cm^2-m'^^xsd:string,'2042'^^xsd:string,0.0060e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTime>,'cm^2-m'^^xsd:string,"",qudt:DerivedUnit|qudt:TimeAreaUnit|qudt:Unit,'Square Centimeter Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareCentimeterMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareCentimeterSecond>,"",'2024'^^xsd:string,1.0E-4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTime>,'cm^2-s'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:TimeAreaUnit,'Square Centimeter Second'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareCentimeterSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareCoulombMeterPerJoule>,'C^2 m^2 J^-1'^^xsd:string,"",1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Polarizability>,'C^2 m^2 J^-1'^^xsd:string,"",qudt:Unit|qudt:ElectricityAndMagnetismUnit,'Square Coulomb Meter per Joule'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareCoulombMeterPerJoule>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareDegree>,'deg^2'^^xsd:string,"",0.00030461742,0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/SolidAngle>,'deg^2'^^xsd:string,"",qudt:SolidAngleUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Square degree'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareDegree>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFoot>,'ft^2'^^xsd:string,'1670'^^xsd:string,0.09290304,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'ft^2'^^xsd:string,'FTK'^^xsd:string,qudt:NotUsedWithSIUnit|qudt:DerivedUnit|qudt:Unit|qudt:AreaUnit,'Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootDegreeFahrenheit>,'ft^2-degF'^^xsd:string,'1675'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTemperature>,'ft^2-degF'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:AreaTemperatureUnit,'Square Foot Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootHourDegreeFahrenheit>,'ft^2-hr-degF'^^xsd:string,'0845'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTimeTemperature>,'ft^2-hr-degF'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:AreaTimeTemperatureUnit,'Square Foot Hour Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootHourDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootHourDegreeFahrenheitPerBtu>,'(degF-hr-ft^2)/Btu'^^xsd:string,'0540'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalInsulance>,'(degF-hr-ft^2)/Btu'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:ThermalInsulanceUnit|qudt:DerivedUnit,'Square Foot Hour Degree Fahrenheit per BTU'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootHourDegreeFahrenheitPerBtu>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootPerBtuInch>,'ft^2/(Btu-in)'^^xsd:string,'1680'^^xsd:string,0.00346673589,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalResistivity>,'ft^2/(Btu-in)'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:ThermalResistivityUnit|qudt:DerivedUnit|qudt:Unit,'Square Foot per BTU Inch'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootPerBtuInch>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootPerHour>,'ft^2/hr'^^xsd:string,'1690'^^xsd:string,2.58064E-5,0.0,"","","","",<http://qudt.org/vocab/quantity#KinematicViscosity>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalDiffusivity>,'ft^2/hr'^^xsd:string,"",qudt:KinematicViscosityUnit|qudt:NotUsedWithSIUnit|qudt:Unit|qudt:DerivedUnit|qudt:ThermalDiffusivityUnit,'Square Foot per Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootPerHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootPerSecond>,'ft^2/s'^^xsd:string,'1695'^^xsd:string,0.09290304e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/KinematicViscosity>,'ft^2/s'^^xsd:string,'S3'^^xsd:string,qudt:Unit|qudt:KinematicViscosityUnit|qudt:NotUsedWithSIUnit,'Square Foot per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareFootSecondDegreeFahrenheit>,'ft^2-s-degF'^^xsd:string,'1610'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTimeTemperature>,'ft^2-s-degF'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:AreaTimeTemperatureUnit,'Square Foot Second Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareFootSecondDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareInch>,'in^2'^^xsd:string,'1700'^^xsd:string,6.4516E-4,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'in^2'^^xsd:string,'INK'^^xsd:string,qudt:DerivedUnit|qudt:AreaUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Square Inch'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareInch>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareMeter>,'m^2'^^xsd:string,'1705'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Area>,'m^2'^^xsd:string,"",qudt:DerivedUnit|qudt:SIDerivedUnit|qudt:AreaUnit|qudt:Unit,'Square Meter'^^xsd:string,"",<http://dbpedia.org/resource/Square_metre>|<http://qudt.org/vocab/unit#SquareMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareMeterKelvin>,'m^2-K'^^xsd:string,'1710'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/AreaTemperature>,'m^2-K'^^xsd:string,"",qudt:AreaTemperatureUnit|qudt:SpaceAndTimeUnit|qudt:Unit|qudt:DerivedUnit|qudt:SIDerivedUnit,'Square Meter Kelvin'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareMeterKelvin>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/SquareMeterKelvinPerWatt>,'(K^2)m/W'^^xsd:string,'0955'^^xsd:string,1.0e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalInsulance>,'(K^2)m/W'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:ThermalInsulanceUnit|qudt:SIDerivedUnit,'Square Meter Kelvin per Watt'^^xsd:string,"",<http://qudt.org/vocab/unit#SquareMeterKelvinPerWatt>
